OID,Hotspot Dataset Object ID,Public Space (Open Space) Name,Public Space (Open Space) Proximity,Borough Name,Neighborhood Tabulation Area Code (NTA CODE),Neighborhood Tabulation Area Name (NTA NAME),Number of Access Points per Public Space (Open Space),Provider,SSID,Latitude,Longitude,Published Date
165,179,Juniper Valley Park,Inside,Queens,QN21,Middle Village,3,SPECTRUM,GuestWiFi,40.72103,-73.87793,05/30/2019
166,897,Kathy Reilly Triangle,Inside,Brooklyn,BK30,Dyker Heights,1,SPECTRUM,GuestWiFi,40.625,-74.01788,05/30/2019
167,1649,Kissena Corridor Park,Inside,Queens,QN62,Queensboro Hill,3,SPECTRUM,GuestWiFi,40.74849,-73.82121,05/30/2019
168,1641,Kissena Corridor Park,Inside,Queens,QN62,Queensboro Hill,3,SPECTRUM,GuestWiFi,40.75141,-73.82472,05/30/2019
169,1642,Kissena Corridor Park,Inside,Queens,QN62,Queensboro Hill,3,SPECTRUM,GuestWiFi,40.75014,-73.82284,05/30/2019
170,1329,Lawrence Virgilio Playground,Inside,Queens,QN63,Woodside,2,SPECTRUM,GuestWiFi,40.74745,-73.91059,05/30/2019
171,1330,Lawrence Virgilio Playground,Inside,Queens,QN63,Woodside,2,SPECTRUM,GuestWiFi,40.74752,-73.91058,05/30/2019
172,1199,Linden Park,Inside,Brooklyn,BK82,East New York,3,ALTICEUSA,GuestWiFi,40.65815,-73.88744,05/30/2019
173,721,Linden Park,Inside,Brooklyn,BK82,East New York,3,ALTICEUSA,GuestWiFi,40.65839,-73.88758,05/30/2019
174,1198,Linden Park,Inside,Brooklyn,BK82,East New York,3,ALTICEUSA,GuestWiFi,40.65866,-73.88777,05/30/2019
175,1229,Lost Battalion Hall Recreation Center,Inside,Queens,QN18,Rego Park,3,SPECTRUM,GuestWiFi,40.73168,-73.86561,05/30/2019
176,1232,Lost Battalion Hall Recreation Center,Inside,Queens,QN18,Rego Park,3,SPECTRUM,GuestWiFi,40.73168,-73.86561,05/30/2019
177,1233,Lost Battalion Hall Recreation Center,Inside,Queens,QN18,Rego Park,3,SPECTRUM,GuestWiFi,40.73168,-73.86561,05/30/2019
178,136,MacDonald Park,Inside,Queens,QN17,Forest Hills,1,AT&T,attwifi,40.7221,-73.8466,05/30/2019
179,2109,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82755,-73.92916,05/30/2019
180,727,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82657,-73.92676,05/30/2019
181,728,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82707,-73.92646,05/30/2019
182,731,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.8279,-73.92836,05/30/2019
183,732,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.8278,-73.92857,05/30/2019
184,722,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.8257,-73.92731,05/30/2019
185,937,Madison Square Park,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,6,SPECTRUM,GuestWiFi,40.74249,-73.98691,05/30/2019
186,938,Madison Square Park,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,6,SPECTRUM,GuestWiFi,40.74148,-73.98894,05/30/2019
187,933,Madison Square Park,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,6,SPECTRUM,GuestWiFi,40.74238,-73.98869,05/30/2019
188,934,Madison Square Park,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,6,SPECTRUM,GuestWiFi,40.7431,-73.9883,05/30/2019
189,935,Madison Square Park,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,6,SPECTRUM,GuestWiFi,40.7411,-73.98791,05/30/2019
190,936,Madison Square Park,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,6,SPECTRUM,GuestWiFi,40.74188,-73.98736,05/30/2019
191,743,Manhattan Beach Park,Inside,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,ALTICEUSA,GuestWiFi,40.57622,-73.94552,05/30/2019
192,745,Manhattan Beach Park,Inside,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,ALTICEUSA,GuestWiFi,40.57696,-73.94359,05/30/2019
193,746,Manhattan Beach Park,Inside,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,ALTICEUSA,GuestWiFi,40.57696,-73.94359,05/30/2019
194,747,Manhattan Beach Park,Inside,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,ALTICEUSA,GuestWiFi,40.57687,-73.94459,05/30/2019
195,735,Manhattan Beach Park,Inside,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,ALTICEUSA,GuestWiFi,40.57696,-73.94359,05/30/2019
196,736,Manhattan Beach Park,Inside,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,ALTICEUSA,GuestWiFi,40.57687,-73.94459,05/30/2019
197,1243,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94491,05/30/2019
198,1236,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94491,05/30/2019
199,1237,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94488,05/30/2019
200,1238,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94491,05/30/2019
201,1239,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94491,05/30/2019
202,1240,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94491,05/30/2019
203,1241,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94491,05/30/2019
204,1242,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,SPECTRUM,GuestWiFi,40.80501,-73.94491,05/30/2019
205,1749,Marcus Garvey Park,Inside,Manhattan,MN34,East Harlem North,9,AT&T,attwifi,40.8048,-73.9443,05/30/2019
206,835,Maria Hernandez Park,Inside,Brooklyn,BK77,Bushwick North,4,ALTICEUSA,GuestWiFi,40.70298,-73.92474,05/30/2019
207,836,Maria Hernandez Park,Inside,Brooklyn,BK77,Bushwick North,4,ALTICEUSA,GuestWiFi,40.70331,-73.92409,05/30/2019
208,748,Maria Hernandez Park,Inside,Brooklyn,BK77,Bushwick North,4,ALTICEUSA,GuestWiFi,40.70254,-73.92382,05/30/2019
209,749,Maria Hernandez Park,Inside,Brooklyn,BK77,Bushwick North,4,ALTICEUSA,GuestWiFi,40.70304,-73.92363,05/30/2019
210,2520,Marine Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,3,ALTICEUSA,GuestWiFi,40.60414,-73.93043,05/30/2019
211,837,Marine Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,3,ALTICEUSA,GuestWiFi,40.60399,-73.93067,05/30/2019
212,838,Marine Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,3,ALTICEUSA,GuestWiFi,40.60407,-73.93076,05/30/2019
213,895,McCarren Park,Inside,Brooklyn,BK73,North Side-South Side,6,SPECTRUM,GuestWiFi,40.72008,-73.94951,05/30/2019
214,896,McCarren Park,Inside,Brooklyn,BK73,North Side-South Side,6,SPECTRUM,GuestWiFi,40.72008,-73.94951,05/30/2019
215,1234,McCarren Park,Inside,Brooklyn,BK73,North Side-South Side,6,SPECTRUM,GuestWiFi,40.72008,-73.94951,05/30/2019
216,1235,McCarren Park,Inside,Brooklyn,BK73,North Side-South Side,6,SPECTRUM,GuestWiFi,40.72008,-73.94951,05/30/2019
217,941,McCarren Park,Inside,Brooklyn,BK73,North Side-South Side,6,AT&T,attwifi,40.7201,-73.9502,05/30/2019
218,894,McCarren Park,Inside,Brooklyn,BK73,North Side-South Side,6,SPECTRUM,GuestWiFi,40.72008,-73.94951,05/30/2019
219,901,McKinley Park,Inside,Brooklyn,BK30,Dyker Heights,1,SPECTRUM,GuestWiFi,40.62655,-74.01679,05/30/2019
220,902,Metropolitan Recreation Center,Inside,Brooklyn,BK73,North Side-South Side,2,SPECTRUM,GuestWiFi,40.71509,-73.9605,05/30/2019
221,903,Metropolitan Recreation Center,Inside,Brooklyn,BK73,North Side-South Side,2,SPECTRUM,GuestWiFi,40.71509,-73.9605,05/30/2019
222,843,Owen F. Dolen Park,Inside,Bronx,BX37,Van Nest-Morris Park-Westchester Square,3,ALTICEUSA,GuestWiFi,40.84066,-73.84267,05/30/2019
223,844,Owen F. Dolen Park,Inside,Bronx,BX37,Van Nest-Morris Park-Westchester Square,3,ALTICEUSA,GuestWiFi,40.84067,-73.8426,05/30/2019
224,842,Owen F. Dolen Park,Inside,Bronx,BX37,Van Nest-Morris Park-Westchester Square,3,ALTICEUSA,GuestWiFi,40.84066,-73.84267,05/30/2019
225,1195,Owl's Head Park,Inside,Brooklyn,BK31,Bay Ridge,3,SPECTRUM,GuestWiFi,40.63928,-74.03209,05/30/2019
226,1196,Owl's Head Park,Inside,Brooklyn,BK31,Bay Ridge,3,SPECTRUM,GuestWiFi,40.63923,-74.03193,05/30/2019
227,1197,Owl's Head Park,Inside,Brooklyn,BK31,Bay Ridge,3,SPECTRUM,GuestWiFi,40.63929,-74.0319,05/30/2019
228,942,Parade Ground,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,4,AT&T,attwifi,40.6509,-73.9683,05/30/2019
229,18,Parade Ground,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,4,ALTICEUSA,GuestWiFi,40.65072,-73.96849,05/30/2019
230,19,Parade Ground,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,4,ALTICEUSA,GuestWiFi,40.65068,-73.96846,05/30/2019
231,20,Parade Ground,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,4,ALTICEUSA,GuestWiFi,40.65074,-73.96843,05/30/2019
232,10,Pelham Bay Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,4,ALTICEUSA,GuestWiFi,40.84923,-73.82105,05/30/2019
233,11,Pelham Bay Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,4,ALTICEUSA,GuestWiFi,40.8492,-73.82106,05/30/2019
234,12,Pelham Bay Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,4,ALTICEUSA,GuestWiFi,40.85021,-73.82175,05/30/2019
235,13,Pelham Bay Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,4,ALTICEUSA,GuestWiFi,40.85023,-73.82178,05/30/2019
236,14,Poe Park,Inside,Bronx,BX05,Bedford Park-Fordham North,4,ALTICEUSA,GuestWiFi,40.86444,-73.89455,05/30/2019
237,15,Poe Park,Inside,Bronx,BX05,Bedford Park-Fordham North,4,ALTICEUSA,GuestWiFi,40.86446,-73.89512,05/30/2019
238,16,Poe Park,Inside,Bronx,BX05,Bedford Park-Fordham North,4,ALTICEUSA,GuestWiFi,40.86478,-73.89463,05/30/2019
239,17,Poe Park,Inside,Bronx,BX05,Bedford Park-Fordham North,4,ALTICEUSA,GuestWiFi,40.86517,-73.89423,05/30/2019
240,22,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.66047,-73.96517,05/30/2019
241,23,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.66084,-73.96512,05/30/2019
242,24,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.6612,-73.96525,05/30/2019
243,25,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.65745,-73.96399,05/30/2019
244,939,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,SPECTRUM,GuestWiFi,40.66326,-73.97616,05/30/2019
245,26,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.65745,-73.96399,05/30/2019
246,27,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.65745,-73.96399,05/30/2019
247,940,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,SPECTRUM,GuestWiFi,40.66302,-73.97629,05/30/2019
248,28,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.657,-73.9637,05/30/2019
249,29,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.657,-73.9637,05/30/2019
250,1741,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,SPECTRUM,GuestWiFi,40.66309,-73.97629,05/30/2019
251,30,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.657,-73.9637,05/30/2019
252,1742,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,SPECTRUM,GuestWiFi,40.66338,-73.97608,05/30/2019
253,31,Prospect Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,14,ALTICEUSA,GuestWiFi,40.657,-73.9637,05/30/2019
254,558,Red Hook Recreation Area,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,5,SPECTRUM,GuestWiFi,40.67236,-74.00405,05/30/2019
255,559,Red Hook Recreation Area,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,5,SPECTRUM,GuestWiFi,40.67241,-74.0043,05/30/2019
256,560,Red Hook Recreation Area,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,5,SPECTRUM,GuestWiFi,40.67229,-74.00374,05/30/2019
257,561,Red Hook Recreation Area,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,5,SPECTRUM,GuestWiFi,40.67251,-74.00465,05/30/2019
258,562,Red Hook Recreation Area,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,5,SPECTRUM,GuestWiFi,40.67241,-74.0043,05/30/2019
259,1257,Rockaway Beach,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,SPECTRUM,GuestWiFi,40.57785,-73.83576,05/30/2019
260,1258,Rockaway Beach,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,SPECTRUM,GuestWiFi,40.57788,-73.83579,05/30/2019
261,1259,Rockaway Beach,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,SPECTRUM,GuestWiFi,40.5779,-73.8356,05/30/2019
262,1260,Rockaway Beach,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,SPECTRUM,GuestWiFi,40.57787,-73.83566,05/30/2019
263,564,Rockaway Beach and Boardwalk,Inside,Queens,QN12,Hammels-Arverne-Edgemere,2,SPECTRUM,GuestWiFi,40.58656,-73.79989,05/30/2019
264,565,Rockaway Beach and Boardwalk,Inside,Queens,QN12,Hammels-Arverne-Edgemere,2,SPECTRUM,GuestWiFi,40.58654,-73.79997,05/30/2019
265,568,Rockaway Beach Boardwalk,Inside,Queens,QN12,Hammels-Arverne-Edgemere,13,SPECTRUM,GuestWiFi,40.58461,-73.81069,05/30/2019
266,566,Rockaway Beach Boardwalk,Inside,Queens,QN12,Hammels-Arverne-Edgemere,13,SPECTRUM,GuestWiFi,40.58467,-73.81105,05/30/2019
267,570,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58305,-73.81769,05/30/2019
268,571,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58291,-73.81788,05/30/2019
269,572,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58282,-73.81758,05/30/2019
270,573,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58296,-73.81718,05/30/2019
271,574,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.5831,-73.81669,05/30/2019
272,575,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58056,-73.8263,05/30/2019
273,576,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58047,-73.82627,05/30/2019
274,577,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58055,-73.82596,05/30/2019
275,578,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.5807,-73.82597,05/30/2019
276,579,Rockaway Beach Boardwalk,Inside,Queens,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13,SPECTRUM,GuestWiFi,40.58035,-73.82662,05/30/2019
277,2120,Rockaway Beach Boardwalk,Inside,Queens,QN12,Hammels-Arverne-Edgemere,13,SPECTRUM,GuestWiFi,40.58449,-73.81122,05/30/2019
278,1280,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
279,1269,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
280,1281,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
281,1270,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
282,1282,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
283,1271,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
284,1272,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
285,1273,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
286,1274,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
287,1275,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
288,1276,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
289,1277,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
290,1278,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
291,1267,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68726,-73.76981,05/30/2019
292,1279,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68719,-73.76956,05/30/2019
293,1268,Roy Wilkins Recreation Center,Inside,Queens,QN08,St. Albans,16,SPECTRUM,GuestWiFi,40.68716,-73.76981,05/30/2019
294,34,Saratoga Park,Inside,Brooklyn,BK35,Stuyvesant Heights,2,ALTICEUSA,GuestWiFi,40.68504,-73.91893,05/30/2019
295,35,Saratoga Park,Inside,Brooklyn,BK35,Stuyvesant Heights,2,ALTICEUSA,GuestWiFi,40.68503,-73.91907,05/30/2019
296,1298,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.64234,-74.10269,05/30/2019
297,1299,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.64317,-74.10228,05/30/2019
298,1292,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.6418,-74.10185,05/30/2019
299,1293,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.64198,-74.10187,05/30/2019
300,1294,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.64382,-74.1024,05/30/2019
301,1295,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.6418,-74.102,05/30/2019
302,1296,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.64196,-74.10203,05/30/2019
303,1297,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.64378,-74.10224,05/30/2019
304,1289,Snug Harbor Cultural Center,Inside,Staten Island,SI22,West New Brighton-New Brighton-St. George,9,SPECTRUM,GuestWiFi,40.64532,-74.10228,05/30/2019
305,40,St. James Park,Inside,Bronx,BX05,Bedford Park-Fordham North,3,ALTICEUSA,GuestWiFi,40.86473,-73.89904,05/30/2019
306,41,St. James Park,Inside,Bronx,BX05,Bedford Park-Fordham North,3,ALTICEUSA,GuestWiFi,40.86473,-73.89904,05/30/2019
307,2079,St. James Park,Inside,Bronx,BX05,Bedford Park-Fordham North,3,ALTICEUSA,GuestWiFi,40.86473,-73.89904,05/30/2019
308,46,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67387,-73.93472,05/30/2019
309,2521,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67375,-73.93489,05/30/2019
310,47,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67381,-73.93479,05/30/2019
311,48,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67378,-73.93511,05/30/2019
312,49,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67375,-73.93501,05/30/2019
313,50,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67373,-73.93487,05/30/2019
314,42,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67401,-73.9347,05/30/2019
315,51,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.6737,-73.93493,05/30/2019
316,43,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.67404,-73.93505,05/30/2019
317,44,St. John's Recreation Center,Inside,Brooklyn,BK61,Crown Heights North,10,ALTICEUSA,GuestWiFi,40.6738,-73.93517,05/30/2019
318,959,St. Mary's Park,Inside,Bronx,BX39,Mott Haven-Port Morris,7,ALTICEUSA,GuestWiFi,40.81154,-73.91414,05/30/2019
319,954,St. Mary's Park,Inside,Bronx,BX39,Mott Haven-Port Morris,7,ALTICEUSA,GuestWiFi,40.81154,-73.91414,05/30/2019
320,955,St. Mary's Park,Inside,Bronx,BX39,Mott Haven-Port Morris,7,ALTICEUSA,GuestWiFi,40.81154,-73.91414,05/30/2019
321,956,St. Mary's Park,Inside,Bronx,BX39,Mott Haven-Port Morris,7,ALTICEUSA,GuestWiFi,40.81154,-73.91414,05/30/2019
322,52,St. Mary's Park,Inside,Bronx,BX39,Mott Haven-Port Morris,7,ALTICEUSA,GuestWiFi,40.81154,-73.91414,05/30/2019
323,957,St. Mary's Park,Inside,Bronx,BX39,Mott Haven-Port Morris,7,ALTICEUSA,GuestWiFi,40.81154,-73.91414,05/30/2019
324,958,St. Mary's Park,Inside,Bronx,BX39,Mott Haven-Port Morris,7,ALTICEUSA,GuestWiFi,40.81154,-73.91414,05/30/2019
